id,country,year,doy,long,lat,evi_sg
10006a,Romania,2012,321,23.74970079,47.6169515,0.336692541
10006a,Romania,2012,329,23.74970079,47.6169515,0.305132012
10006a,Romania,2012,337,23.74970079,47.6169515,0.247243512
10006a,Romania,2012,345,23.74970079,47.6169515,0.224667249
10006a,Romania,2012,353,23.74970079,47.6169515,0.202999145
10006a,Romania,2012,361,23.74970079,47.6169515,0.192489316
10006a,Romania,2013,1,23.74970079,47.6169515,0.168041026
10006a,Romania,2013,9,23.74970079,47.6169515,0.137121212
10006a,Romania,2013,17,23.74970079,47.6169515,0.108939161
10006a,Romania,2013,25,23.74970079,47.6169515,0.093672378
10006a,Romania,2013,33,23.74970079,47.6169515,0.155753613
10006a,Romania,2013,41,23.74970079,47.6169515,0.185968298
10006a,Romania,2013,49,23.74970079,47.6169515,0.18526993
10006a,Romania,2013,57,23.74970079,47.6169515,0.163858275
10006a,Romania,2013,65,23.74970079,47.6169515,0.155060839
10006a,Romania,2013,73,23.74970079,47.6169515,0.183468881
10006a,Romania,2013,81,23.74970079,47.6169515,0.189297436
10006a,Romania,2013,89,23.74970079,47.6169515,0.246558858
10006a,Romania,2013,97,23.74970079,47.6169515,0.354451515
10006a,Romania,2013,105,23.74970079,47.6169515,0.449944639
10006a,Romania,2013,113,23.74970079,47.6169515,0.583591375
10006a,Romania,2013,121,23.74970079,47.6169515,0.68743345
10006a,Romania,2013,129,23.74970079,47.6169515,0.752427273
10006a,Romania,2013,137,23.74970079,47.6169515,0.76120035
10006a,Romania,2013,145,23.74970079,47.6169515,0.732023077
10006a,Romania,2013,153,23.74970079,47.6169515,0.729067599
10006a,Romania,2013,161,23.74970079,47.6169515,0.732210256
10006a,Romania,2013,169,23.74970079,47.6169515,0.71263042
10006a,Romania,2013,177,23.74970079,47.6169515,0.685587646
10006a,Romania,2013,185,23.74970079,47.6169515,0.66860676
10006a,Romania,2013,193,23.74970079,47.6169515,0.661235431
10006a,Romania,2013,201,23.74970079,47.6169515,0.644997902
10006a,Romania,2013,209,23.74970079,47.6169515,0.626424476
10006a,Romania,2013,217,23.74970079,47.6169515,0.595354079
10006a,Romania,2013,225,23.74970079,47.6169515,0.578771562
10006a,Romania,2013,233,23.74970079,47.6169515,0.532686713
10006a,Romania,2013,241,23.74970079,47.6169515,0.547626573
10006a,Romania,2013,249,23.74970079,47.6169515,0.569820047
10006a,Romania,2013,257,23.74970079,47.6169515,0.604349184
10006a,Romania,2013,265,23.74970079,47.6169515,0.566113287
10006a,Romania,2013,273,23.74970079,47.6169515,0.4955338
10006a,Romania,2013,281,23.74970079,47.6169515,0.406311189
10006a,Romania,2013,289,23.74970079,47.6169515,0.355361305
10006a,Romania,2013,297,23.74970079,47.6169515,0.322253613
10006a,Romania,2013,305,23.74970079,47.6169515,0.341221212
10006a,Romania,2013,313,23.74970079,47.6169515,0.371453613
10006a,Romania,2013,321,23.74970079,47.6169515,0.346121678
10006a,Romania,2013,329,23.74970079,47.6169515,0.25479324
10006a,Romania,2013,337,23.74970079,47.6169515,0.149131002
10006a,Romania,2013,345,23.74970079,47.6169515,0.085783566
10006a,Romania,2013,353,23.74970079,47.6169515,0.115570396
10006a,Romania,2013,361,23.74970079,47.6169515,0.146290676
10006a,Romania,2014,1,23.74970079,47.6169515,0.191587646
10006a,Romania,2014,9,23.74970079,47.6169515,0.199957692
10006a,Romania,2014,17,23.74970079,47.6169515,0.1798662
10006a,Romania,2014,25,23.74970079,47.6169515,0.18881352
10006a,Romania,2014,33,23.74970079,47.6169515,0.185792308
10006a,Romania,2014,41,23.74970079,47.6169515,0.245385431
10006a,Romania,2014,49,23.74970079,47.6169515,0.277599068
10006a,Romania,2014,57,23.74970079,47.6169515,0.256005361
10006a,Romania,2014,65,23.74970079,47.6169515,0.27660303
10006a,Romania,2014,73,23.74970079,47.6169515,0.270848485
10006a,Romania,2014,81,23.74970079,47.6169515,0.329667366
10006a,Romania,2014,89,23.74970079,47.6169515,0.45828345
10006a,Romania,2014,97,23.74970079,47.6169515,0.5892
10006a,Romania,2014,105,23.74970079,47.6169515,0.687231469
10006a,Romania,2014,113,23.74970079,47.6169515,0.702950117
10006a,Romania,2014,121,23.74970079,47.6169515,0.690891142
10006a,Romania,2014,129,23.74970079,47.6169515,0.660038695
10006a,Romania,2014,137,23.74970079,47.6169515,0.648950583
10006a,Romania,2014,145,23.74970079,47.6169515,0.697375524
10006a,Romania,2014,153,23.74970079,47.6169515,0.713917949
10006a,Romania,2014,161,23.74970079,47.6169515,0.684576224
10006a,Romania,2014,169,23.74970079,47.6169515,0.673560839
10006a,Romania,2014,177,23.74970079,47.6169515,0.6498338
10006a,Romania,2014,185,23.74970079,47.6169515,0.649570396
10006a,Romania,2014,193,23.74970079,47.6169515,0.642136131
10006a,Romania,2014,201,23.74970079,47.6169515,0.666708392
10006a,Romania,2014,209,23.74970079,47.6169515,0.677741259
10006a,Romania,2014,217,23.74970079,47.6169515,0.65335338
10006a,Romania,2014,225,23.74970079,47.6169515,0.639377156
10006a,Romania,2014,233,23.74970079,47.6169515,0.642936597
10006a,Romania,2014,241,23.74970079,47.6169515,0.61687296
10006a,Romania,2014,249,23.74970079,47.6169515,0.605393473
10006a,Romania,2014,257,23.74970079,47.6169515,0.563543823
10006a,Romania,2014,265,23.74970079,47.6169515,0.525789744
10006a,Romania,2014,273,23.74970079,47.6169515,0.496348718
10006a,Romania,2014,281,23.74970079,47.6169515,0.504695338
10006a,Romania,2014,289,23.74970079,47.6169515,0.528351049
10006a,Romania,2014,297,23.74970079,47.6169515,0.494800699
10006a,Romania,2014,305,23.74970079,47.6169515,0.458980536
10006a,Romania,2014,313,23.74970079,47.6169515,0.409472436
10006a,Romania,2014,321,23.74970079,47.6169515,0.326768648
10006a,Romania,2014,329,23.74970079,47.6169515,0.253662762
10006a,Romania,2014,337,23.74970079,47.6169515,0.204950932
10006a,Romania,2014,345,23.74970079,47.6169515,0.169684324
10006a,Romania,2014,353,23.74970079,47.6169515,0.121433217
10006a,Romania,2014,361,23.74970079,47.6169515,0.092111713
10006a,Romania,2015,1,23.74970079,47.6169515,0.080535315
10006a,Romania,2015,9,23.74970079,47.6169515,0.045895979
10006a,Romania,2015,17,23.74970079,47.6169515,0.045845338
10006a,Romania,2015,25,23.74970079,47.6169515,0.089398427
10006a,Romania,2015,33,23.74970079,47.6169515,0.151578438
10006a,Romania,2015,41,23.74970079,47.6169515,0.202692308
10006a,Romania,2015,49,23.74970079,47.6169515,0.221240559
10006a,Romania,2015,57,23.74970079,47.6169515,0.238305128
10006a,Romania,2015,65,23.74970079,47.6169515,0.232896503
10006a,Romania,2015,73,23.74970079,47.6169515,0.218925175
10006a,Romania,2015,81,23.74970079,47.6169515,0.260631235
10006a,Romania,2015,89,23.74970079,47.6169515,0.27811958
10006a,Romania,2015,97,23.74970079,47.6169515,0.304534266
10006a,Romania,2015,105,23.74970079,47.6169515,0.381533333
10006a,Romania,2015,113,23.74970079,47.6169515,0.50273986
10006a,Romania,2015,121,23.74970079,47.6169515,0.657054545
10006a,Romania,2015,129,23.74970079,47.6169515,0.743180886
10006a,Romania,2015,137,23.74970079,47.6169515,0.792111655
10006a,Romania,2015,145,23.74970079,47.6169515,0.78564289
10006a,Romania,2015,153,23.74970079,47.6169515,0.723392774
10006a,Romania,2015,161,23.74970079,47.6169515,0.714532634
10006a,Romania,2015,169,23.74970079,47.6169515,0.719749417
10006a,Romania,2015,177,23.74970079,47.6169515,0.698866434
10006a,Romania,2015,185,23.74970079,47.6169515,0.706442424
10006a,Romania,2015,193,23.74970079,47.6169515,0.669751748
10006a,Romania,2015,201,23.74970079,47.6169515,0.663358508
10006a,Romania,2015,209,23.74970079,47.6169515,0.644333566
10006a,Romania,2015,217,23.74970079,47.6169515,0.622478788
10006a,Romania,2015,225,23.74970079,47.6169515,0.626579487
10006a,Romania,2015,233,23.74970079,47.6169515,0.607493473
10006a,Romania,2015,241,23.74970079,47.6169515,0.581548019
10006a,Romania,2015,249,23.74970079,47.6169515,0.564356177
10006a,Romania,2015,257,23.74970079,47.6169515,0.507094872
10006a,Romania,2015,265,23.74970079,47.6169515,0.504043357
10006a,Romania,2015,273,23.74970079,47.6169515,0.500384848
10006a,Romania,2015,281,23.74970079,47.6169515,0.523215618
10006a,Romania,2015,289,23.74970079,47.6169515,0.514397436
10006a,Romania,2015,297,23.74970079,47.6169515,0.4383669
10006a,Romania,2015,305,23.74970079,47.6169515,0.351184382
10006a,Romania,2015,313,23.74970079,47.6169515,0.273284149
10006a,Romania,2015,321,23.74970079,47.6169515,0.218621911
10006a,Romania,2015,329,23.74970079,47.6169515,0.186226107
10006a,Romania,2015,337,23.74970079,47.6169515,0.150687646
10006a,Romania,2015,345,23.74970079,47.6169515,0.145501399
10006a,Romania,2015,353,23.74970079,47.6169515,0.141783916
10006a,Romania,2015,361,23.74970079,47.6169515,0.123859907
10006a,Romania,2016,1,23.74970079,47.6169515,0.121906061
10006a,Romania,2016,9,23.74970079,47.6169515,0.129977156
10006a,Romania,2016,17,23.74970079,47.6169515,0.146727739
10006a,Romania,2016,25,23.74970079,47.6169515,0.155641492
10006a,Romania,2016,33,23.74970079,47.6169515,0.180379953
10006a,Romania,2016,41,23.74970079,47.6169515,0.220795338
10006a,Romania,2016,49,23.74970079,47.6169515,0.212846154
10006a,Romania,2016,57,23.74970079,47.6169515,0.207999301
10006a,Romania,2016,65,23.74970079,47.6169515,0.215774359
10006a,Romania,2016,73,23.74970079,47.6169515,0.232800233
10006a,Romania,2016,81,23.74970079,47.6169515,0.269202331
10006a,Romania,2016,89,23.74970079,47.6169515,0.376913986
10006a,Romania,2016,97,23.74970079,47.6169515,0.506572028
10006a,Romania,2016,105,23.74970079,47.6169515,0.617972494
10006a,Romania,2016,113,23.74970079,47.6169515,0.691792774
10006a,Romania,2016,121,23.74970079,47.6169515,0.728
10006a,Romania,2016,129,23.74970079,47.6169515,0.702851748
10006a,Romania,2016,137,23.74970079,47.6169515,0.708553846
10006a,Romania,2016,145,23.74970079,47.6169515,0.681462704
10006a,Romania,2016,153,23.74970079,47.6169515,0.70050979
10006a,Romania,2016,161,23.74970079,47.6169515,0.690583683
10006a,Romania,2016,169,23.74970079,47.6169515,0.678922611
10006a,Romania,2016,177,23.74970079,47.6169515,0.665956643
10006a,Romania,2016,185,23.74970079,47.6169515,0.642977389
10006a,Romania,2016,193,23.74970079,47.6169515,0.656935897
10006a,Romania,2016,201,23.74970079,47.6169515,0.705770396
10006a,Romania,2016,209,23.74970079,47.6169515,0.715737762
10006a,Romania,2016,217,23.74970079,47.6169515,0.714325408
10006a,Romania,2016,225,23.74970079,47.6169515,0.638353147
10006a,Romania,2016,233,23.74970079,47.6169515,0.576305361
10006a,Romania,2016,241,23.74970079,47.6169515,0.543051049
10006a,Romania,2016,249,23.74970079,47.6169515,0.521996503
10006a,Romania,2016,257,23.74970079,47.6169515,0.554937296
10006a,Romania,2016,265,23.74970079,47.6169515,0.547915851
10006a,Romania,2016,273,23.74970079,47.6169515,0.510064569
10006a,Romania,2016,281,23.74970079,47.6169515,0.469448252
10006a,Romania,2016,289,23.74970079,47.6169515,0.414605594
10006a,Romania,2016,297,23.74970079,47.6169515,0.367849883
10006a,Romania,2016,305,23.74970079,47.6169515,0.343066667
10006a,Romania,2016,313,23.74970079,47.6169515,0.311487646
10006a,Romania,2016,321,23.74970079,47.6169515,0.255375991
10006a,Romania,2016,329,23.74970079,47.6169515,0.181981818
10006a,Romania,2016,337,23.74970079,47.6169515,0.100391608
10006a,Romania,2016,345,23.74970079,47.6169515,0.038487179
10006a,Romania,2016,353,23.74970079,47.6169515,0.040754079
10006a,Romania,2016,361,23.74970079,47.6169515,0.104184149
10006a,Romania,2018,1,23.74970079,47.6169515,0.172627273
10006a,Romania,2018,9,23.74970079,47.6169515,0.196973893
10006a,Romania,2018,17,23.74970079,47.6169515,0.198455478
10006a,Romania,2018,25,23.74970079,47.6169515,0.155134033
10006a,Romania,2018,33,23.74970079,47.6169515,0.083612354
10006a,Romania,2018,41,23.74970079,47.6169515,0.055210101
10006a,Romania,2018,49,23.74970079,47.6169515,0.051638151
10006a,Romania,2018,57,23.74970079,47.6169515,0.079815618
10006a,Romania,2018,65,23.74970079,47.6169515,0.08423108
10006a,Romania,2018,73,23.74970079,47.6169515,0.124627428
10006a,Romania,2018,81,23.74970079,47.6169515,0.216695804
10006a,Romania,2018,89,23.74970079,47.6169515,0.332805672
10006a,Romania,2018,97,23.74970079,47.6169515,0.476651904
10006a,Romania,2018,105,23.74970079,47.6169515,0.609427739
10006a,Romania,2018,113,23.74970079,47.6169515,0.680871795
10006a,Romania,2018,121,23.74970079,47.6169515,0.691491142
10006a,Romania,2018,129,23.74970079,47.6169515,0.681848252
10006a,Romania,2018,137,23.74970079,47.6169515,0.702994872
10006a,Romania,2018,145,23.74970079,47.6169515,0.688106294
10006a,Romania,2018,153,23.74970079,47.6169515,0.671216317
10006a,Romania,2018,161,23.74970079,47.6169515,0.720496737
10006a,Romania,2018,169,23.74970079,47.6169515,0.69305641
10006a,Romania,2018,177,23.74970079,47.6169515,0.663519814
10006a,Romania,2018,185,23.74970079,47.6169515,0.617746154
10006a,Romania,2018,193,23.74970079,47.6169515,0.590228438
10006a,Romania,2018,201,23.74970079,47.6169515,0.578479254
10006a,Romania,2018,209,23.74970079,47.6169515,0.598965734
10006a,Romania,2018,217,23.74970079,47.6169515,0.629865035
10006a,Romania,2018,225,23.74970079,47.6169515,0.64992331
10006a,Romania,2018,233,23.74970079,47.6169515,0.597464336
10006a,Romania,2018,241,23.74970079,47.6169515,0.598336131
10006a,Romania,2018,249,23.74970079,47.6169515,0.572383217
10006a,Romania,2018,257,23.74970079,47.6169515,0.576644522
10006a,Romania,2018,265,23.74970079,47.6169515,0.553914452
10006a,Romania,2018,273,23.74970079,47.6169515,0.504087646
10006a,Romania,2018,281,23.74970079,47.6169515,0.441972261
10006a,Romania,2018,289,23.74970079,47.6169515,0.399202331
10006a,Romania,2018,297,23.74970079,47.6169515,0.34216317
10006a,Romania,2018,305,23.74970079,47.6169515,0.305017483
10006a,Romania,2018,313,23.74970079,47.6169515,0.297878555
10006a,Romania,2018,321,23.74970079,47.6169515,0.283281585
10006a,Romania,2018,329,23.74970079,47.6169515,0.224950117
10006a,Romania,2018,337,23.74970079,47.6169515,0.141181585
10006a,Romania,2018,345,23.74970079,47.6169515,0.068984033
10006a,Romania,2018,353,23.74970079,47.6169515,0.017810256
10006a,Romania,2018,361,23.74970079,47.6169515,-0.009531585
10006a,Romania,2019,1,23.74970079,47.6169515,0.009105828
10006a,Romania,2019,9,23.74970079,47.6169515,0.041784615
10006a,Romania,2019,17,23.74970079,47.6169515,0.045083217
10006a,Romania,2019,25,23.74970079,47.6169515,0.050798252
10006a,Romania,2019,33,23.74970079,47.6169515,0.05614934
10006a,Romania,2019,41,23.74970079,47.6169515,0.063087956
10006a,Romania,2019,49,23.74970079,47.6169515,0.104609324
10006a,Romania,2019,57,23.74970079,47.6169515,0.157017288
10006a,Romania,2019,65,23.74970079,47.6169515,0.181274437
10006a,Romania,2019,73,23.74970079,47.6169515,0.207150699
10006a,Romania,2019,81,23.74970079,47.6169515,0.246451671
10006a,Romania,2019,89,23.74970079,47.6169515,0.27025439
10006a,Romania,2019,97,23.74970079,47.6169515,0.356669697
10006a,Romania,2019,105,23.74970079,47.6169515,0.446522844
10006a,Romania,2019,113,23.74970079,47.6169515,0.532845688
10006a,Romania,2019,121,23.74970079,47.6169515,0.585721678
10006a,Romania,2019,129,23.74970079,47.6169515,0.63074359
10006a,Romania,2019,137,23.74970079,47.6169515,0.676756177
10006a,Romania,2019,145,23.74970079,47.6169515,0.689327972
10006a,Romania,2019,153,23.74970079,47.6169515,0.711458042
10006a,Romania,2019,161,23.74970079,47.6169515,0.705734732
10006a,Romania,2019,169,23.74970079,47.6169515,0.641279254
10006a,Romania,2019,177,23.74970079,47.6169515,0.625045221
10006a,Romania,2019,185,23.74970079,47.6169515,0.623810723
10006a,Romania,2019,193,23.74970079,47.6169515,0.631615385
10006a,Romania,2019,201,23.74970079,47.6169515,0.634424242
10006a,Romania,2019,209,23.74970079,47.6169515,0.647610723
10006a,Romania,2019,217,23.74970079,47.6169515,0.628607459
10006a,Romania,2019,225,23.74970079,47.6169515,0.559209091
10006a,Romania,2019,233,23.74970079,47.6169515,0.545552214
10006a,Romania,2019,241,23.74970079,47.6169515,0.538882051
10006a,Romania,2019,249,23.74970079,47.6169515,0.539746387
10006a,Romania,2019,257,23.74970079,47.6169515,0.523402797
10006a,Romania,2019,265,23.74970079,47.6169515,0.485847786
10006a,Romania,2019,273,23.74970079,47.6169515,0.443614452
10006a,Romania,2019,281,23.74970079,47.6169515,0.40653007
10006a,Romania,2019,289,23.74970079,47.6169515,0.410255478
10006a,Romania,2019,297,23.74970079,47.6169515,0.424070629
10006a,Romania,2019,305,23.74970079,47.6169515,0.405324242
10006a,Romania,2019,313,23.74970079,47.6169515,0.363925408
10006a,Romania,2019,321,23.74970079,47.6169515,0.264034965
10006a,Romania,2019,329,23.74970079,47.6169515,0.207377156
10006a,Romania,2019,337,23.74970079,47.6169515,0.160234499
10006a,Romania,2019,345,23.74970079,47.6169515,0.131051049
10006a,Romania,2019,353,23.74970079,47.6169515,0.126116084
10006a,Romania,2019,361,23.74970079,47.6169515,0.149612354
10006a,Romania,2020,1,23.74970079,47.6169515,0.199821911
10006a,Romania,2020,9,23.74970079,47.6169515,0.233469464
10006a,Romania,2020,17,23.74970079,47.6169515,0.251138228
10006a,Romania,2020,25,23.74970079,47.6169515,0.253651282
10006a,Romania,2020,33,23.74970079,47.6169515,0.217804973
10006a,Romania,2020,41,23.74970079,47.6169515,0.211718104
10006a,Romania,2020,49,23.74970079,47.6169515,0.226999767
10006a,Romania,2020,57,23.74970079,47.6169515,0.248624786
10006a,Romania,2020,65,23.74970079,47.6169515,0.281443745
10006a,Romania,2020,73,23.74970079,47.6169515,0.279798601
10006a,Romania,2020,81,23.74970079,47.6169515,0.262909402
10006a,Romania,2020,89,23.74970079,47.6169515,0.296740715
10006a,Romania,2020,97,23.74970079,47.6169515,0.353644988
10006a,Romania,2020,105,23.74970079,47.6169515,0.45237669
10006a,Romania,2020,113,23.74970079,47.6169515,0.538089744
10006a,Romania,2020,121,23.74970079,47.6169515,0.578736364
10006a,Romania,2020,129,23.74970079,47.6169515,0.621339394
10006a,Romania,2020,137,23.74970079,47.6169515,0.608406061
10006a,Romania,2020,145,23.74970079,47.6169515,0.631923543
10006a,Romania,2020,153,23.74970079,47.6169515,0.684877156
10006a,Romania,2020,161,23.74970079,47.6169515,0.684787413
10006a,Romania,2020,169,23.74970079,47.6169515,0.718027972
10006a,Romania,2020,177,23.74970079,47.6169515,0.694794872
10006a,Romania,2020,185,23.74970079,47.6169515,0.70183986
10006a,Romania,2020,193,23.74970079,47.6169515,0.685080886
10006a,Romania,2020,201,23.74970079,47.6169515,0.650844755
10006a,Romania,2020,209,23.74970079,47.6169515,0.648099068
10006a,Romania,2020,217,23.74970079,47.6169515,0.634027739
10006a,Romania,2020,225,23.74970079,47.6169515,0.607596503
10006a,Romania,2020,233,23.74970079,47.6169515,0.600305361
10006a,Romania,2020,241,23.74970079,47.6169515,0.576584732
10006a,Romania,2020,249,23.74970079,47.6169515,0.589185082
10006a,Romania,2020,257,23.74970079,47.6169515,0.553386014
10006a,Romania,2020,265,23.74970079,47.6169515,0.525053846
10006a,Romania,2020,273,23.74970079,47.6169515,0.50225979
10006a,Romania,2020,281,23.74970079,47.6169515,0.479722378
10006a,Romania,2020,289,23.74970079,47.6169515,0.473920513
10006a,Romania,2020,297,23.74970079,47.6169515,0.455612587
10006a,Romania,2020,305,23.74970079,47.6169515,0.438108741
10006a,Romania,2020,313,23.74970079,47.6169515,0.386245804
10006a,Romania,2020,321,23.74970079,47.6169515,0.307670629
10006a,Romania,2020,329,23.74970079,47.6169515,0.240078555
10006a,Romania,2020,337,23.74970079,47.6169515,0.182413986
10006a,Romania,2020,345,23.74970079,47.6169515,0.138255478
10006a,Romania,2020,353,23.74970079,47.6169515,0.132569231
10006a,Romania,2020,361,23.74970079,47.6169515,0.12773951
10006a,Romania,2021,1,23.74970079,47.6169515,0.146292075
10006a,Romania,2021,9,23.74970079,47.6169515,0.135280653
10006a,Romania,2021,17,23.74970079,47.6169515,0.102775291
10006a,Romania,2021,25,23.74970079,47.6169515,0.08249289
10006a,Romania,2021,33,23.74970079,47.6169515,0.091068531
10006a,Romania,2021,41,23.74970079,47.6169515,0.131334149
10006a,Romania,2021,49,23.74970079,47.6169515,0.183483217
10006a,Romania,2021,57,23.74970079,47.6169515,0.210739044
10006a,Romania,2021,65,23.74970079,47.6169515,0.243468998
10006a,Romania,2021,73,23.74970079,47.6169515,0.237714918
10006a,Romania,2021,81,23.74970079,47.6169515,0.246998135
10006a,Romania,2021,89,23.74970079,47.6169515,0.259820513
10006a,Romania,2021,97,23.74970079,47.6169515,0.271373427
10006a,Romania,2021,105,23.74970079,47.6169515,0.370817016
10006a,Romania,2021,113,23.74970079,47.6169515,0.431557809
10006a,Romania,2021,121,23.74970079,47.6169515,0.500871096
10006a,Romania,2021,129,23.74970079,47.6169515,0.581732634
10006a,Romania,2021,137,23.74970079,47.6169515,0.639638228
10006a,Romania,2021,145,23.74970079,47.6169515,0.682970163
10006a,Romania,2021,153,23.74970079,47.6169515,0.684387879
10006a,Romania,2021,161,23.74970079,47.6169515,0.760861305
10006a,Romania,2021,169,23.74970079,47.6169515,0.771436364
10006a,Romania,2021,177,23.74970079,47.6169515,0.708483217
10006a,Romania,2021,185,23.74970079,47.6169515,0.710918415
10006a,Romania,2021,193,23.74970079,47.6169515,0.712756177
10006a,Romania,2021,201,23.74970079,47.6169515,0.698499068
10006a,Romania,2021,209,23.74970079,47.6169515,0.685990909
10006a,Romania,2021,217,23.74970079,47.6169515,0.683662005
10006a,Romania,2021,225,23.74970079,47.6169515,0.668062238
10006a,Romania,2021,233,23.74970079,47.6169515,0.640645455
10006a,Romania,2021,241,23.74970079,47.6169515,0.623146154
10006a,Romania,2021,249,23.74970079,47.6169515,0.590375524
10006a,Romania,2021,257,23.74970079,47.6169515,0.563539394
10006a,Romania,2021,265,23.74970079,47.6169515,0.521464569
10006a,Romania,2021,273,23.74970079,47.6169515,0.506018881
10006a,Romania,2021,281,23.74970079,47.6169515,0.490220513
10006a,Romania,2021,289,23.74970079,47.6169515,0.440681352
10006a,Romania,2021,297,23.74970079,47.6169515,0.356813753
10006a,Romania,2021,305,23.74970079,47.6169515,0.266993124
10006a,Romania,2021,313,23.74970079,47.6169515,0.249278089
10006a,Romania,2021,321,23.74970079,47.6169515,0.252187995
10006a,Romania,2021,329,23.74970079,47.6169515,0.265196037
10006a,Romania,2021,337,23.74970079,47.6169515,0.245446503
10006a,Romania,2021,345,23.74970079,47.6169515,0.215412121
10006a,Romania,2021,353,23.74970079,47.6169515,0.181966084
10006a,Romania,2021,361,23.74970079,47.6169515,0.165914918
10006a,Romania,2022,1,23.74970079,47.6169515,0.135812937
10006a,Romania,2022,9,23.74970079,47.6169515,0.112814685
10006a,Romania,2022,17,23.74970079,47.6169515,0.049258392
10006a,Romania,2022,25,23.74970079,47.6169515,0.025086713
10006a,Romania,2022,33,23.74970079,47.6169515,0.054708392
10006a,Romania,2022,41,23.74970079,47.6169515,0.145341492
10006a,Romania,2022,49,23.74970079,47.6169515,0.198420513
10006a,Romania,2022,57,23.74970079,47.6169515,0.22664021
10006a,Romania,2022,65,23.74970079,47.6169515,0.233282517
10006a,Romania,2022,73,23.74970079,47.6169515,0.211367599
10006a,Romania,2022,81,23.74970079,47.6169515,0.181701515
10006a,Romania,2022,89,23.74970079,47.6169515,0.211798951
10006a,Romania,2022,97,23.74970079,47.6169515,0.302184848
10006a,Romania,2022,105,23.74970079,47.6169515,0.422840559
10006a,Romania,2022,113,23.74970079,47.6169515,0.546920862
10006a,Romania,2022,121,23.74970079,47.6169515,0.63644324
10006a,Romania,2022,129,23.74970079,47.6169515,0.717419814
10006a,Romania,2022,137,23.74970079,47.6169515,0.746787879
10006a,Romania,2022,145,23.74970079,47.6169515,0.766735082
10006a,Romania,2022,153,23.74970079,47.6169515,0.750551515
10006a,Romania,2022,161,23.74970079,47.6169515,0.719381585
10006a,Romania,2022,169,23.74970079,47.6169515,0.647120746
10006a,Romania,2022,177,23.74970079,47.6169515,0.621121212
10006a,Romania,2022,185,23.74970079,47.6169515,0.624095571
10006a,Romania,2022,193,23.74970079,47.6169515,0.652127273
10006a,Romania,2022,201,23.74970079,47.6169515,0.648062471
10006a,Romania,2022,209,23.74970079,47.6169515,0.627271329
10006a,Romania,2022,217,23.74970079,47.6169515,0.581791142
10006a,Romania,2022,225,23.74970079,47.6169515,0.574271445
10006a,Romania,2022,233,23.74970079,47.6169515,0.582895804
10006a,Romania,2022,241,23.74970079,47.6169515,0.605990676
10006a,Romania,2022,249,23.74970079,47.6169515,0.593436597
10006a,Romania,2022,257,23.74970079,47.6169515,0.603864918
10006a,Romania,2022,265,23.74970079,47.6169515,0.598272494
10006a,Romania,2022,273,23.74970079,47.6169515,0.525524242
10006a,Romania,2022,281,23.74970079,47.6169515,0.465170629
10006a,Romania,2022,289,23.74970079,47.6169515,0.392514103
10006a,Romania,2022,297,23.74970079,47.6169515,0.326829837
10006a,Romania,2022,305,23.74970079,47.6169515,0.239400699
10006a,Romania,2022,313,23.74970079,47.6169515,0.192558625
10006a,Romania,2022,321,23.74970079,47.6169515,0.202115618
10006a,Romania,2022,329,23.74970079,47.6169515,0.182940909
10006a,Romania,2022,337,23.74970079,47.6169515,0.18296993
10006a,Romania,2022,345,23.74970079,47.6169515,0.197789132
10006a,Romania,2022,353,23.74970079,47.6169515,0.188316608
10006a,Romania,2022,361,23.74970079,47.6169515,0.062951136
10008a,Romania,2003,1,26.67736805,46.02699671,0.164361189
10008a,Romania,2003,9,26.67736805,46.02699671,0.173453846
10008a,Romania,2003,17,26.67736805,46.02699671,0.134542541
10008a,Romania,2003,25,26.67736805,46.02699671,0.099133566
10008a,Romania,2003,33,26.67736805,46.02699671,0.085186014
10008a,Romania,2003,41,26.67736805,46.02699671,0.088692541
10008a,Romania,2003,49,26.67736805,46.02699671,0.084536597
10008a,Romania,2003,57,26.67736805,46.02699671,0.081851049
10008a,Romania,2003,65,26.67736805,46.02699671,0.081717249
10008a,Romania,2003,73,26.67736805,46.02699671,0.124261305
10008a,Romania,2003,81,26.67736805,46.02699671,0.110434266
10008a,Romania,2003,89,26.67736805,46.02699671,0.146924709
10008a,Romania,2003,97,26.67736805,46.02699671,0.192121212
10008a,Romania,2003,105,26.67736805,46.02699671,0.291628438
10008a,Romania,2003,113,26.67736805,46.02699671,0.39376014
10008a,Romania,2003,121,26.67736805,46.02699671,0.523491608
10008a,Romania,2003,129,26.67736805,46.02699671,0.633190676
10008a,Romania,2003,137,26.67736805,46.02699671,0.673046853
10008a,Romania,2003,145,26.67736805,46.02699671,0.654920746
10008a,Romania,2003,153,26.67736805,46.02699671,0.699906993
10008a,Romania,2003,161,26.67736805,46.02699671,0.678995571
10008a,Romania,2003,169,26.67736805,46.02699671,0.727467366
10008a,Romania,2003,177,26.67736805,46.02699671,0.693676457
10008a,Romania,2003,185,26.67736805,46.02699671,0.658308159
10008a,Romania,2003,193,26.67736805,46.02699671,0.598008392
10008a,Romania,2003,201,26.67736805,46.02699671,0.556727739
10008a,Romania,2003,209,26.67736805,46.02699671,0.534514918
10008a,Romania,2003,217,26.67736805,46.02699671,0.557153613
10008a,Romania,2003,225,26.67736805,46.02699671,0.566812121
10008a,Romania,2003,233,26.67736805,46.02699671,0.573009557
10008a,Romania,2003,241,26.67736805,46.02699671,0.536939394
