"param","class","ECO_NAME","value","cv"
"nVIGreendown","parVegetationIndex","South Apennine mixed montane forests",0.0774652245050848,0.0588492068346528
"nVIGreendown","parVegetationIndex","Tyrrhenian-Adriatic sclerophyllous and mixed forests",0.0801714710965014,0.0487180380313283
"nVIGreendown","parVegetationIndex","Western European broadleaf forests",0.0728225282428947,0.0444047766816823
"nVIGrowth","parVegetationIndex","Alps conifer and mixed forests",2.39990970795742,0.462190992297561
"nVIGrowth","parVegetationIndex","Appenine deciduous montane forests",2.46970211899156,0.464169185230712
"nVIGrowth","parVegetationIndex","Balkan mixed forests",2.88000244226155,0.307815400237436
"nVIGrowth","parVegetationIndex","Baltic mixed forests",2.44835138075305,0.507989494403736
"nVIGrowth","parVegetationIndex","Cantabrian mixed forests",2.328576310551,0.514708331370817
"nVIGrowth","parVegetationIndex","Carpathian montane forests",2.57987037120389,0.543179542426657
"nVIGrowth","parVegetationIndex","Celtic broadleaf forests",1.8321624468872,NA
"nVIGrowth","parVegetationIndex","Central European mixed forests",2.79577536967883,0.452936682214306
"nVIGrowth","parVegetationIndex","Corsican montane broadleaf and mixed forests",2.13448525522693,0.500346463152366
"nVIGrowth","parVegetationIndex","Dinaric Mountains mixed forests",2.74913139296882,0.306692758160722
"nVIGrowth","parVegetationIndex","East European forest steppe",2.7564347614505,NA
"nVIGrowth","parVegetationIndex","English Lowlands beech forests",2.21810264513068,0.612958340207628
"nVIGrowth","parVegetationIndex","European Atlantic mixed forests",2.32090762284365,0.539006019949191
"nVIGrowth","parVegetationIndex","Italian sclerophyllous and semi-deciduous forests",2.38225909109396,0.50573473410875
"nVIGrowth","parVegetationIndex","Northeast Spain and Southern France Mediterranean forests",2.34787052847578,0.595142059924765
"nVIGrowth","parVegetationIndex","Northwest Iberian montane forests",2.4009962213057,0.553771442897446
"nVIGrowth","parVegetationIndex","Pannonian mixed forests",2.62808942495245,0.466799461010167
"nVIGrowth","parVegetationIndex","Po Basin mixed forests",3.14767536494068,NA
"nVIGrowth","parVegetationIndex","Pyrenees conifer and mixed forests",2.50028028262066,0.554874915790555
"nVIGrowth","parVegetationIndex","Rodope montane mixed forests",2.61373964515103,0.451951001293691
"nVIGrowth","parVegetationIndex","Sarmatic mixed forests",2.1568294471216,0.233419943302159
"nVIGrowth","parVegetationIndex","South Apennine mixed montane forests",2.69362068360292,0.397990410313983
"nVIGrowth","parVegetationIndex","Tyrrhenian-Adriatic sclerophyllous and mixed forests",2.06451836086514,0.522255115553489
"nVIGrowth","parVegetationIndex","Western European broadleaf forests",2.41194145481596,0.499553753134019
"understoryTemperatureShift","parVegetationIndex","Alps conifer and mixed forests",-0.920336456663567,4.34209495665351
"understoryTemperatureShift","parVegetationIndex","Appenine deciduous montane forests",-3.87814160913964,4.32847865958628
"understoryTemperatureShift","parVegetationIndex","Balkan mixed forests",-3.67618867412002,2.62495772146288
"understoryTemperatureShift","parVegetationIndex","Baltic mixed forests",1.04395163760649,4.05174445790988
"understoryTemperatureShift","parVegetationIndex","Cantabrian mixed forests",-4.22636261075934,4.28799069312054
"understoryTemperatureShift","parVegetationIndex","Carpathian montane forests",0.416306080978081,3.87804236509474
"understoryTemperatureShift","parVegetationIndex","Celtic broadleaf forests",9.17254439161689,NA
"understoryTemperatureShift","parVegetationIndex","Central European mixed forests",-0.229347535206322,4.05855905391406
"understoryTemperatureShift","parVegetationIndex","Corsican montane broadleaf and mixed forests",-5.46850332778122,4.05722023964899
"understoryTemperatureShift","parVegetationIndex","Dinaric Mountains mixed forests",2.64829645236721,3.47248258286261
"understoryTemperatureShift","parVegetationIndex","East European forest steppe",1.25948949713492,NA
"understoryTemperatureShift","parVegetationIndex","English Lowlands beech forests",-3.03226869058878,4.14503793467866
"understoryTemperatureShift","parVegetationIndex","European Atlantic mixed forests",-3.00415778781445,4.63756183287784
"understoryTemperatureShift","parVegetationIndex","Italian sclerophyllous and semi-deciduous forests",-3.25196971799708,3.87958350888855
"understoryTemperatureShift","parVegetationIndex","Northeast Spain and Southern France Mediterranean forests",-3.48169274983234,6.0838049737259
"understoryTemperatureShift","parVegetationIndex","Northwest Iberian montane forests",-3.54971343358499,3.83632791359719
"understoryTemperatureShift","parVegetationIndex","Pannonian mixed forests",-1.92982147113949,3.70292451651376
"understoryTemperatureShift","parVegetationIndex","Po Basin mixed forests",-9.16890630265837,NA
"understoryTemperatureShift","parVegetationIndex","Pyrenees conifer and mixed forests",-2.2493716887693,4.78009155791635
"understoryTemperatureShift","parVegetationIndex","Rodope montane mixed forests",-1.54587601933652,2.8009119157818
"understoryTemperatureShift","parVegetationIndex","Sarmatic mixed forests",1.97396532778385,2.30097365802555
"understoryTemperatureShift","parVegetationIndex","South Apennine mixed montane forests",-2.24186774822432,4.44506404436194
"understoryTemperatureShift","parVegetationIndex","Tyrrhenian-Adriatic sclerophyllous and mixed forests",-4.21095409643473,2.38392202945608
"understoryTemperatureShift","parVegetationIndex","Western European broadleaf forests",-1.48243060149428,4.64957252391092
