id,COUNTRY,X,Y,DEM,ECO_NAME,BIOME_NAME,REALM,ECO_BIOME_
2454a,Spain,3332500,2319500,292,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2455a,Spain,3282500,2255500,1002,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2456a,Spain,3286500,2255500,898,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2457a,Spain,3280500,2255500,924,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2458a,Spain,3285500,2255500,863,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2459a,Spain,3287500,2255500,966,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2460a,Spain,3283500,2255500,1025,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2463a,Spain,3095500,2351500,1382,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2464a,Spain,3106500,2351500,1415,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2465a,Spain,3080500,2351500,1263,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2466a,Spain,3041500,2351500,1099,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2467a,Spain,2985500,2351500,1267,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2468a,Spain,3040500,2351500,1204,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2469a,Spain,3107500,2351500,1212,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2470a,Spain,3361500,2287500,667,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2471a,Spain,3336500,2287500,774,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2472a,Spain,3366500,2287500,632,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2473a,Spain,3264500,2287500,954,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2474a,Spain,3378500,2287500,1124,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2475a,Spain,3335500,2287500,760,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2476a,Spain,3332500,2287500,913,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2477a,Spain,3384500,2287500,973,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2478a,Spain,3327500,2287500,592,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2479a,Spain,3388500,2287500,747,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2480a,Spain,3347500,2287500,631,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2481a,Spain,3367500,2287500,655,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2482a,Spain,3363500,2287500,663,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2483a,Spain,3348500,2287500,512,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2484a,Spain,3334500,2287500,772,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2485a,Spain,3357500,2287500,740,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2486a,Spain,3372500,2287500,739,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2489a,Spain,3078500,2372500,367,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2490a,Spain,3248500,2308500,911,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2491a,Spain,3251500,2308500,520,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2492a,Spain,3205500,2308500,910,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2493a,Spain,3195500,2308500,933,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2494a,Spain,3341500,2308500,209,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2495a,Spain,3365500,2308500,649,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2496a,Spain,3367500,2308500,517,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2497a,Spain,3315500,2308500,579,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2498a,Spain,3380500,2244500,878,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2500a,Spain,3123500,2340500,1075,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2501a,Spain,3095500,2340500,1295,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2502a,Spain,3129500,2340500,1304,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2504a,Spain,3329500,2276500,1129,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2506a,Spain,3330500,2276500,1085,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2507a,Spain,3326500,2276500,588,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2508a,Spain,3319500,2276500,676,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2509a,Spain,3317500,2276500,830,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2510a,Spain,3395500,2276500,942,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2511a,Spain,3363500,2276500,826,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2512a,Spain,3333500,2276500,771,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2513a,Spain,3362500,2276500,717,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2515a,Spain,3396500,2276500,1008,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2516a,Spain,3376500,2276500,609,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2517a,Spain,3316500,2276500,846,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2519a,Spain,3318500,2276500,776,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2520a,Spain,3393500,2276500,994,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2522a,Spain,3334500,2276500,940,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2523a,Spain,3336500,2276500,646,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2524a,Spain,3348500,2276500,680,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2533a,Spain,3360500,2287000,636,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2534a,Spain,3045500,2361500,906,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2535a,Spain,3032500,2361500,736,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2536a,Spain,3060500,2361500,1120,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2537a,Spain,3090500,2361500,544,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2538a,Spain,3018500,2361500,1355,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2539a,Spain,3009500,2361500,1506,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2540a,Spain,2971500,2361500,1252,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2541a,Spain,2968500,2361500,1305,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2542a,Spain,3027500,2361500,973,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2543a,Spain,3357500,2297500,837,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2544a,Spain,3342500,2297500,711,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2545a,Spain,3347500,2297500,663,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2546a,Spain,3271500,2297500,589,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2547a,Spain,3362500,2297500,820,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2548a,Spain,3272500,2297500,506,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2549a,Spain,3364500,2297500,545,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2550a,Spain,3359500,2297500,896,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2551a,Spain,3263500,2297500,524,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2552a,Spain,3341500,2297500,492,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2553a,Spain,3355500,2297500,869,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2557a,Spain,3167500,2329500,940,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2558a,Spain,3182500,2329500,658,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2559a,Spain,3152500,2329500,1329,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2560a,Spain,3141500,2329500,1261,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2561a,Spain,3168500,2329500,915,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2562a,Spain,3188500,2329500,547,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2563a,Spain,3173500,2329500,831,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2564a,Spain,3153500,2329500,1542,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2565a,Spain,3327500,2265500,785,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2566a,Spain,3315500,2265500,996,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2568a,Spain,3335500,2265500,1145,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2569a,Spain,3297500,2265500,1005,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2572a,Spain,3300500,2265500,932,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2573a,Spain,3321500,2265500,667,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2574a,Spain,3319500,2265500,741,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2581a,Spain,3334500,2318500,165,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2582a,Spain,3322500,2318500,405,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2583a,Spain,3142500,2318500,1242,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2584a,Spain,3323500,2318500,592,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2585a,Spain,3282500,2254500,1071,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2586a,Spain,3281500,2254500,1116,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2587a,Spain,3287500,2254500,995,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2588a,Spain,3311500,2254500,1004,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2589a,Spain,3288500,2254500,905,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2591a,Spain,3066500,2350500,1138,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2592a,Spain,3085500,2350500,1125,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2593a,Spain,3105500,2350500,1293,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2594a,Spain,3107500,2350500,1307,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2595a,Spain,3055500,2350500,1455,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2596a,Spain,3063500,2350500,841,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2597a,Spain,3103500,2350500,928,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2598a,Spain,3100500,2350500,623,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2599a,Spain,3036500,2350500,1044,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2600a,Spain,3057500,2350500,885,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2601a,Spain,3104500,2350500,1018,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2602a,Spain,3380500,2286500,1243,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2603a,Spain,3328500,2286500,722,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2604a,Spain,3357500,2286500,681,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2605a,Spain,3365500,2286500,623,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2606a,Spain,3346500,2286500,1043,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2607a,Spain,3383500,2286500,874,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2608a,Spain,3372500,2286500,673,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2609a,Spain,3316500,2286500,1151,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2610a,Spain,3324500,2286500,510,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2611a,Spain,3377500,2286500,899,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2612a,Spain,3386500,2286500,1045,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2613a,Spain,3327500,2286500,608,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2614a,Spain,3334500,2286500,682,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2615a,Spain,3337500,2286500,817,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2616a,Spain,3335500,2286500,763,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2617a,Spain,3347500,2286500,877,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2618a,Spain,3376500,2286500,956,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2619a,Spain,3336500,2286500,940,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2620a,Spain,3388500,2286500,652,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2621a,Spain,3370500,2286500,575,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2632a,Spain,3067500,2371500,520,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2633a,Spain,3072500,2371500,564,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2634a,Spain,3337500,2307500,715,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2635a,Spain,3274500,2307500,639,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2636a,Spain,3277500,2307500,554,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2637a,Spain,3295500,2307500,813,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2638a,Spain,3184500,2307500,1009,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2639a,Spain,3248500,2307500,767,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2640a,Spain,3367500,2307500,401,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2641a,Spain,3179500,2307500,855,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2642a,Spain,3354500,2307500,392,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2645a,Spain,3161500,2339500,675,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2646a,Spain,3158500,2339500,776,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2647a,Spain,3103500,2339500,1226,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2648a,Spain,3107500,2339500,1524,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2649a,Spain,3213500,2339500,711,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2650a,Spain,3222500,2339500,481,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2651a,Spain,3173500,2339500,594,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2653a,Spain,3316500,2275500,966,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2654a,Spain,3349500,2275500,901,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2655a,Spain,3343500,2275500,989,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2657a,Spain,3335500,2275500,1126,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2658a,Spain,3369500,2275500,797,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2659a,Spain,3396500,2275500,1136,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2661a,Spain,3324500,2275500,1001,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2666a,Spain,3322500,2275500,886,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2668a,Spain,3329500,2275500,915,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2669a,Spain,3330500,2275500,936,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2670a,Spain,3350500,2275500,857,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2682a,Spain,3085500,2360500,1298,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2683a,Spain,3089500,2360500,898,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2684a,Spain,3046500,2360500,682,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2685a,Spain,3034500,2360500,956,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2686a,Spain,3087500,2360500,1136,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2687a,Spain,3368500,2296500,325,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2688a,Spain,3348500,2296500,624,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2689a,Spain,3271500,2296500,628,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2690a,Spain,3269500,2296500,684,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2691a,Spain,3351500,2296500,578,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2692a,Spain,3346500,2296500,506,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2693a,Spain,3242500,2296500,1071,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2694a,Spain,3363500,2296500,407,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2695a,Spain,3260500,2296500,893,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2696a,Spain,3344500,2296500,243,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2697a,Spain,3390500,2296500,598,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2698a,Spain,3377500,2296500,273,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2702a,Spain,3221500,2328500,724,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2703a,Spain,3113500,2328500,1646,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2704a,Spain,3176500,2328500,824,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2705a,Spain,3141500,2328500,1355,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2706a,Spain,3173500,2328500,848,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2707a,Spain,3139500,2328500,1343,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2708a,Spain,3208500,2328500,562,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2709a,Spain,3194500,2328500,551,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2710a,Spain,3217500,2328500,1256,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2711a,Spain,3184500,2328500,697,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2712a,Spain,3167500,2328500,1012,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2713a,Spain,3219500,2328500,965,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2714a,Spain,3182500,2328500,930,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2715a,Spain,3177500,2328500,757,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2716a,Spain,3319500,2264500,1025,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2718a,Spain,3315500,2264500,1035,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2719a,Spain,3345500,2264500,768,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2720a,Spain,3335500,2264500,839,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2722a,Spain,3336500,2264500,948,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2723a,Spain,3341500,2264500,847,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2724a,Spain,3298500,2264500,878,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2726a,Spain,3300500,2264500,983,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2727a,Spain,3337500,2264500,1051,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2728a,Spain,3299500,2264500,831,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2729a,Spain,3321500,2264500,839,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2730a,Spain,3342500,2264500,952,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2731a,Spain,3333500,2264500,789,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2732a,Spain,3312500,2264500,983,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2736a,Spain,3210500,2317500,776,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2737a,Spain,3202500,2317500,892,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2738a,Spain,3335500,2317500,166,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2739a,Spain,3230500,2317500,785,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2740a,Spain,3333500,2317500,444,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2742a,Spain,3310500,2253500,1228,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2743a,Spain,3300500,2253500,740,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2744a,Spain,3292500,2253500,943,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2745a,Spain,3283500,2253500,991,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2746a,Spain,3285500,2253500,1120,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2747a,Spain,3309500,2253500,1232,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2750a,Spain,3060500,2349500,1027,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2751a,Spain,3088500,2349500,1244,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2752a,Spain,3039500,2349500,1151,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2753a,Spain,3091500,2349500,1197,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2754a,Spain,3104500,2349500,1267,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2755a,Spain,3092500,2349500,975,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2756a,Spain,3062500,2349500,1286,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2757a,Spain,3360500,2285500,552,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2758a,Spain,3334500,2285500,523,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2759a,Spain,3339500,2285500,1128,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2760a,Spain,3349500,2285500,753,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2761a,Spain,3381500,2285500,1178,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
2762a,Spain,3379500,2285500,1222,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic,PA04
